id,user,thinking,ai
697,Τι είναι άτομο; (σύντομα),Ελάχιστη μονάδα: πυρήνας συν ηλεκτρόνια.,"Ένα άτομο είναι η ελάχιστη μονάδα ύλης, από πυρήνα και ηλεκτρόνια."
698,Τι είναι η ανακύκλωση?,"Συλλογή απορριμμάτων, νέα προϊόντα.",Η ανακύκλωση συλλέγει απορρίμματα για να κάνει νέα προϊόντα.
699,Εξήγησε ανακύκλωση σε μία πρόταση.,"Συλλογή απορριμμάτων, νέα προϊόντα.",Η ανακύκλωση συλλέγει απορρίμματα για να κάνει νέα προϊόντα.
700,Τι είναι ανακύκλωση; (σύντομα),"Συλλογή απορριμμάτων, νέα προϊόντα.",Η ανακύκλωση συλλέγει απορρίμματα για να κάνει νέα προϊόντα.
701,Τι είναι το φαινόμενο του θερμοκηπίου?,Αέρια κρατούν θερμότητα.,Το φαινόμενο κρατά θερμότητα. Πάρα πολλά αέρια ζεσταίνουν το κλίμα.
702,Εξήγησε φαινόμενο θερμοκηπίου σε μία πρόταση.,Αέρια κρατούν θερμότητα.,Το φαινόμενο κρατά θερμότητα. Πάρα πολλά αέρια ζεσταίνουν το κλίμα.
703,Τι είναι φαινόμενο θερμοκηπίου; (σύντομα),Αέρια κρατούν θερμότητα.,Το φαινόμενο κρατά θερμότητα. Πάρα πολλά αέρια ζεσταίνουν το κλίμα.
704,Γιατί οι μέλισσες είναι σημαντικές?,"Επικονίαση, σοδειές.","Οι μέλισσες επικονιάζουν φυτά, εξασφαλίζοντας σοδειές και ποικιλία."
705,Εξήγησε μέλισσες σε μία πρόταση.,"Επικονίαση, σοδειές.","Οι μέλισσες επικονιάζουν φυτά, εξασφαλίζοντας σοδειές και ποικιλία."
706,Τι είναι μέλισσες; (σύντομα),"Επικονίαση, σοδειές.","Οι μέλισσες επικονιάζουν φυτά, εξασφαλίζοντας σοδειές και ποικιλία."
707,Γιατί τα φύλλα είναι πράσινα?,Χρωστική χλωροφύλλη.,"Τα φύλλα είναι πράσινα λόγω χλωροφύλλης, χρωστικής της φωτοσύνθεσης."
708,Εξήγησε πράσινα φύλλα σε μία πρόταση.,Χρωστική χλωροφύλλη.,"Τα φύλλα είναι πράσινα λόγω χλωροφύλλης, χρωστικής της φωτοσύνθεσης."
709,Τι είναι πράσινα φύλλα; (σύντομα),Χρωστική χλωροφύλλη.,"Τα φύλλα είναι πράσινα λόγω χλωροφύλλης, χρωστικής της φωτοσύνθεσης."
710,Τι είναι θηλαστικό?,"Γούνα, ζωντανή γέννα, γάλα.","Τα θηλαστικά έχουν γούνα, γεννούν ζωντανά μικρά και τα θηλάζουν."
711,Εξήγησε θηλαστικά σε μία πρόταση.,"Γούνα, ζωντανή γέννα, γάλα.","Τα θηλαστικά έχουν γούνα, γεννούν ζωντανά μικρά και τα θηλάζουν."
712,Τι είναι θηλαστικά; (σύντομα),"Γούνα, ζωντανή γέννα, γάλα.","Τα θηλαστικά έχουν γούνα, γεννούν ζωντανά μικρά και τα θηλάζουν."
713,Πώς δουλεύει μια μπαταρία?,Χημική ενέργεια σε ηλεκτρική.,Μια μπαταρία μετατρέπει χημική ενέργεια σε ηλεκτρική.
714,Εξήγησε μπαταρίες σε μία πρόταση.,Χημική ενέργεια σε ηλεκτρική.,Μια μπαταρία μετατρέπει χημική ενέργεια σε ηλεκτρική.
715,Τι είναι μπαταρίες; (σύντομα),Χημική ενέργεια σε ηλεκτρική.,Μια μπαταρία μετατρέπει χημική ενέργεια σε ηλεκτρική.
716,Πώς δουλεύει η ηλιακή ενέργεια?,Κύτταρα: φως σε ρεύμα.,Τα ηλιακά κύτταρα μετατρέπουν το φως απευθείας σε ρεύμα.
717,Εξήγησε ηλιακή ενέργεια σε μία πρόταση.,Κύτταρα: φως σε ρεύμα.,Τα ηλιακά κύτταρα μετατρέπουν το φως απευθείας σε ρεύμα.
718,Τι είναι ηλιακή ενέργεια; (σύντομα),Κύτταρα: φως σε ρεύμα.,Τα ηλιακά κύτταρα μετατρέπουν το φως απευθείας σε ρεύμα.
719,Τι είναι ιός υπολογιστή?,Επιβλαβές πρόγραμμα που εξαπλώνεται.,Ένας ιός είναι επιβλαβές πρόγραμμα που εξαπλώνεται και βλάπτει. Προστάτεψε με ενημερώσεις και προσοχή.
720,Εξήγησε ιός υπολογιστή σε μία πρόταση.,Επιβλαβές πρόγραμμα που εξαπλώνεται.,Ένας ιός είναι επιβλαβές πρόγραμμα που εξαπλώνεται και βλάπτει. Προστάτεψε με ενημερώσεις και προσοχή.
721,Τι είναι ιός υπολογιστή; (σύντομα),Επιβλαβές πρόγραμμα που εξαπλώνεται.,Ένας ιός είναι επιβλαβές πρόγραμμα που εξαπλώνεται και βλάπτει. Προστάτεψε με ενημερώσεις και προσοχή.
722,Γιατί το πλαστικό είναι πρόβλημα?,"Διαρκή σκουπίδια, μικροπλαστικά.","Το πλαστικό σχεδόν δεν σαπίζει, ρυπαίνει φύση και θάλασσες, γίνεται μικροπλαστικά."
723,Εξήγησε πλαστικό σε μία πρόταση.,"Διαρκή σκουπίδια, μικροπλαστικά.","Το πλαστικό σχεδόν δεν σαπίζει, ρυπαίνει φύση και θάλασσες, γίνεται μικροπλαστικά."
724,Τι είναι πλαστικό; (σύντομα),"Διαρκή σκουπίδια, μικροπλαστικά.","Το πλαστικό σχεδόν δεν σαπίζει, ρυπαίνει φύση και θάλασσες, γίνεται μικροπλαστικά."
725,Τι είναι σεισμός?,"Πλάκες κινούνται, ενέργεια βγαίνει.",Σεισμός γίνεται όταν οι πλάκες κινηθούν ξαφνικά και βγάλουν ενέργεια.
726,Εξήγησε σεισμός σε μία πρόταση.,"Πλάκες κινούνται, ενέργεια βγαίνει.",Σεισμός γίνεται όταν οι πλάκες κινηθούν ξαφνικά και βγάλουν ενέργεια.
727,Τι είναι σεισμός; (σύντομα),"Πλάκες κινούνται, ενέργεια βγαίνει.",Σεισμός γίνεται όταν οι πλάκες κινηθούν ξαφνικά και βγάλουν ενέργεια.
728,Τι είναι το μέλι?,Μέλισσες από νέκταρ.,Το μέλι το φτιάχνουν οι μέλισσες από νέκταρ λουλουδιών.
729,Εξήγησε μέλι σε μία πρόταση.,Μέλισσες από νέκταρ.,Το μέλι το φτιάχνουν οι μέλισσες από νέκταρ λουλουδιών.
730,Τι είναι μέλι; (σύντομα),Μέλισσες από νέκταρ.,Το μέλι το φτιάχνουν οι μέλισσες από νέκταρ λουλουδιών.
731,Πόσο κάνει 25 επί 4?,Υπολογισμός: 25*4=100.,25 επί 4 κάνει 100.
732,Πόσο κάνει 12 τοις εκατό του 200?,"Ποσοστό: 200*0,12=24.",12 τοις εκατό του 200 κάνει 24.
733,Πόσο κάνει 7 επί 8 συν 10?,Σειρά: 7*8=56 +10=66.,Κάνει 66.
734,Τρένο φεύγει 14:30 και κάνει 2 ώρες 15 λεπτά. Πότε φτάνει?,Πρόσθεση: 14:30 + 2:15 = 16:45.,Φτάνει στις 16:45.
735,Έχω 3 μήλα και τρώω 1. Πόσα μένουν?,Αφαίρεση: 3-1=2.,Μένουν 2 μήλα.
736,Πέφτω στις 22 και σηκώνομαι στις 6. Πόσο κοιμάμαι?,Διάρκεια: 22-6 = 8 ώρες.,Κοιμάσαι 8 ώρες.
737,Μοίρασε 100 ευρώ σε 4 άτομα.,Διαίρεση: 100/4=25.,Ο καθένας παίρνει 25 ευρώ.
738,Πόσα λεπτά είναι 2 ώρες?,Μετατροπή: 2*60=120.,2 ώρες είναι 120 λεπτά.
739,Πόσες μέρες έχει ένας χρόνος?,"Στοιχείο: 365, δίσεκτος 366.","Ένας χρόνος έχει 365 μέρες, δίσεκτος 366."
740,Πόσα δευτερόλεπτα έχει ένα λεπτό?,Στοιχείο: 60.,Ένα λεπτό έχει 60 δευτερόλεπτα.
741,Πόσο κάνει 40 συν 41?,Πρόσθεση: 40+41=81.,40 συν 41 κάνει 81.
742,Πόσο κάνει 45 μείον 11?,Αφαίρεση: 45-11=34.,45 μείον 11 κάνει 34.
743,Πόσο κάνει 12 επί 7?,Πολλαπλασιασμός: 12*7=84.,12 επί 7 κάνει 84.
744,Πόσο κάνει 135 διά 9?,Διαίρεση: 135/9=15.,135 διά 9 κάνει 15.
745,Πόσο κάνει 10 τοις εκατό του 200?,Ποσοστό: 200*10/100=20.,10 τοις εκατό του 200 κάνει 20.
746,Πόσο κάνει 60 συν 39?,Πρόσθεση: 60+39=99.,60 συν 39 κάνει 99.
747,Πόσο κάνει 91 μείον 23?,Αφαίρεση: 91-23=68.,91 μείον 23 κάνει 68.
748,Πόσο κάνει 9 επί 7?,Πολλαπλασιασμός: 9*7=63.,9 επί 7 κάνει 63.
749,Πόσο κάνει 143 διά 11?,Διαίρεση: 143/11=13.,143 διά 11 κάνει 13.
750,Πόσο κάνει 10 τοις εκατό του 300?,Ποσοστό: 300*10/100=30.,10 τοις εκατό του 300 κάνει 30.
751,Πόσο κάνει 57 συν 56?,Πρόσθεση: 57+56=113.,57 συν 56 κάνει 113.
752,Πόσο κάνει 33 μείον 17?,Αφαίρεση: 33-17=16.,33 μείον 17 κάνει 16.
753,Πόσο κάνει 7 επί 2?,Πολλαπλασιασμός: 7*2=14.,7 επί 2 κάνει 14.
754,Πόσο κάνει 85 διά 5?,Διαίρεση: 85/5=17.,85 διά 5 κάνει 17.
755,Πόσο κάνει 50 τοις εκατό του 1000?,Ποσοστό: 1000*50/100=500.,50 τοις εκατό του 1000 κάνει 500.
756,Πόσο κάνει 5 συν 56?,Πρόσθεση: 5+56=61.,5 συν 56 κάνει 61.
757,Πόσο κάνει 94 μείον 10?,Αφαίρεση: 94-10=84.,94 μείον 10 κάνει 84.
758,Πόσο κάνει 12 επί 10?,Πολλαπλασιασμός: 12*10=120.,12 επί 10 κάνει 120.
759,Πόσο κάνει 22 διά 11?,Διαίρεση: 22/11=2.,22 διά 11 κάνει 2.
760,Πόσο κάνει 5 τοις εκατό του 300?,Ποσοστό: 300*5/100=15.,5 τοις εκατό του 300 κάνει 15.
761,Πόσο κάνει 4 συν 39?,Πρόσθεση: 4+39=43.,4 συν 39 κάνει 43.
762,Πόσο κάνει 50 μείον 33?,Αφαίρεση: 50-33=17.,50 μείον 33 κάνει 17.
763,Πόσο κάνει 11 επί 10?,Πολλαπλασιασμός: 11*10=110.,11 επί 10 κάνει 110.
764,Πόσο κάνει 32 διά 8?,Διαίρεση: 32/8=4.,32 διά 8 κάνει 4.
765,Πόσο κάνει 5 τοις εκατό του 400?,Ποσοστό: 400*5/100=20.,5 τοις εκατό του 400 κάνει 20.
766,Πόσο κάνει 3 συν 60?,Πρόσθεση: 3+60=63.,3 συν 60 κάνει 63.
767,Πόσο κάνει 94 μείον 80?,Αφαίρεση: 94-80=14.,94 μείον 80 κάνει 14.
768,Πόσο κάνει 4 επί 10?,Πολλαπλασιασμός: 4*10=40.,4 επί 10 κάνει 40.
769,Πόσο κάνει 18 διά 6?,Διαίρεση: 18/6=3.,18 διά 6 κάνει 3.
770,Πόσο κάνει 50 τοις εκατό του 200?,Ποσοστό: 200*50/100=100.,50 τοις εκατό του 200 κάνει 100.
771,Πόσο κάνει 46 συν 45?,Πρόσθεση: 46+45=91.,46 συν 45 κάνει 91.
772,Πόσο κάνει 46 μείον 5?,Αφαίρεση: 46-5=41.,46 μείον 5 κάνει 41.
773,Πόσο κάνει 9 επί 6?,Πολλαπλασιασμός: 9*6=54.,9 επί 6 κάνει 54.
774,Πόσο κάνει 95 διά 5?,Διαίρεση: 95/5=19.,95 διά 5 κάνει 19.
775,Πόσο κάνει 17 συν 25?,Πρόσθεση: 17+25=42.,17 συν 25 κάνει 42.
776,Πόσο κάνει 5 μείον 2?,Αφαίρεση: 5-2=3.,5 μείον 2 κάνει 3.
777,Πόσο κάνει 6 επί 6?,Πολλαπλασιασμός: 6*6=36.,6 επί 6 κάνει 36.
778,Πόσο κάνει 12 διά 6?,Διαίρεση: 12/6=2.,12 διά 6 κάνει 2.
779,Πόσο κάνει 21 συν 28?,Πρόσθεση: 21+28=49.,21 συν 28 κάνει 49.
780,Πόσο κάνει 80 μείον 24?,Αφαίρεση: 80-24=56.,80 μείον 24 κάνει 56.
781,Πόσο κάνει 6 επί 4?,Πολλαπλασιασμός: 6*4=24.,6 επί 4 κάνει 24.
782,Πόσο κάνει 21 διά 3?,Διαίρεση: 21/3=7.,21 διά 3 κάνει 7.
783,Πόσο κάνει 45 συν 34?,Πρόσθεση: 45+34=79.,45 συν 34 κάνει 79.
784,Πόσο κάνει 29 μείον 11?,Αφαίρεση: 29-11=18.,29 μείον 11 κάνει 18.
785,Πόσο κάνει 10 επί 11?,Πολλαπλασιασμός: 10*11=110.,10 επί 11 κάνει 110.
786,Πόσο κάνει 192 διά 12?,Διαίρεση: 192/12=16.,192 διά 12 κάνει 16.
787,Πόσο κάνει 34 συν 17?,Πρόσθεση: 34+17=51.,34 συν 17 κάνει 51.
788,Πόσο κάνει 57 μείον 54?,Αφαίρεση: 57-54=3.,57 μείον 54 κάνει 3.
789,Πόσο κάνει 8 επί 7?,Πολλαπλασιασμός: 8*7=56.,8 επί 7 κάνει 56.
790,Πόσο κάνει 100 διά 10?,Διαίρεση: 100/10=10.,100 διά 10 κάνει 10.
791,Πόσο κάνει 20 τοις εκατό του 400?,Ποσοστό: 400*20/100=80.,20 τοις εκατό του 400 κάνει 80.
792,Πόσο κάνει 35 συν 38?,Πρόσθεση: 35+38=73.,35 συν 38 κάνει 73.
793,Πόσο κάνει 73 μείον 30?,Αφαίρεση: 73-30=43.,73 μείον 30 κάνει 43.
794,Πόσο κάνει 6 επί 2?,Πολλαπλασιασμός: 6*2=12.,6 επί 2 κάνει 12.
795,Πόσο κάνει 66 διά 6?,Διαίρεση: 66/6=11.,66 διά 6 κάνει 11.
796,Πόσο κάνει 20 τοις εκατό του 100?,Ποσοστό: 100*20/100=20.,20 τοις εκατό του 100 κάνει 20.
797,Πόσο κάνει 43 συν 52?,Πρόσθεση: 43+52=95.,43 συν 52 κάνει 95.
798,Πόσο κάνει 10 μείον 9?,Αφαίρεση: 10-9=1.,10 μείον 9 κάνει 1.
799,Πόσο κάνει 6 επί 10?,Πολλαπλασιασμός: 6*10=60.,6 επί 10 κάνει 60.
800,Πόσο κάνει 65 διά 5?,Διαίρεση: 65/5=13.,65 διά 5 κάνει 13.
801,Πόσο κάνει 25 τοις εκατό του 1000?,Ποσοστό: 1000*25/100=250.,25 τοις εκατό του 1000 κάνει 250.
802,Πόσο κάνει 31 συν 46?,Πρόσθεση: 31+46=77.,31 συν 46 κάνει 77.
803,Πόσο κάνει 52 μείον 49?,Αφαίρεση: 52-49=3.,52 μείον 49 κάνει 3.
804,Πόσο κάνει 9 επί 3?,Πολλαπλασιασμός: 9*3=27.,9 επί 3 κάνει 27.
805,Πόσο κάνει 144 διά 8?,Διαίρεση: 144/8=18.,144 διά 8 κάνει 18.
806,Πόσο κάνει 25 τοις εκατό του 200?,Ποσοστό: 200*25/100=50.,25 τοις εκατό του 200 κάνει 50.
807,Πόσο κάνει 58 συν 39?,Πρόσθεση: 58+39=97.,58 συν 39 κάνει 97.
808,Πόσο κάνει 88 μείον 26?,Αφαίρεση: 88-26=62.,88 μείον 26 κάνει 62.
809,Πόσο κάνει 3 επί 3?,Πολλαπλασιασμός: 3*3=9.,3 επί 3 κάνει 9.
810,Πόσο κάνει 15 τοις εκατό του 500?,Ποσοστό: 500*15/100=75.,15 τοις εκατό του 500 κάνει 75.
811,Πόσο κάνει 29 συν 34?,Πρόσθεση: 29+34=63.,29 συν 34 κάνει 63.
812,Πόσο κάνει 76 μείον 41?,Αφαίρεση: 76-41=35.,76 μείον 41 κάνει 35.
813,Πόσο κάνει 2 επί 6?,Πολλαπλασιασμός: 2*6=12.,2 επί 6 κάνει 12.
814,Πόσο κάνει 130 διά 10?,Διαίρεση: 130/10=13.,130 διά 10 κάνει 13.
815,Πόσο κάνει 5 τοις εκατό του 500?,Ποσοστό: 500*5/100=25.,5 τοις εκατό του 500 κάνει 25.
816,Πόσο κάνει 9 συν 2?,Πρόσθεση: 9+2=11.,9 συν 2 κάνει 11.
817,Πόσο κάνει 23 μείον 14?,Αφαίρεση: 23-14=9.,23 μείον 14 κάνει 9.
818,Πόσο κάνει 12 επί 3?,Πολλαπλασιασμός: 12*3=36.,12 επί 3 κάνει 36.
819,Πόσο κάνει 171 διά 9?,Διαίρεση: 171/9=19.,171 διά 9 κάνει 19.
820,Πόσο κάνει 20 τοις εκατό του 500?,Ποσοστό: 500*20/100=100.,20 τοις εκατό του 500 κάνει 100.
821,Πόσο κάνει 50 συν 36?,Πρόσθεση: 50+36=86.,50 συν 36 κάνει 86.
822,Πόσο κάνει 80 μείον 9?,Αφαίρεση: 80-9=71.,80 μείον 9 κάνει 71.
823,Πόσο κάνει 11 επί 4?,Πολλαπλασιασμός: 11*4=44.,11 επί 4 κάνει 44.
824,Πόσο κάνει 48 διά 3?,Διαίρεση: 48/3=16.,48 διά 3 κάνει 16.
825,Πόσο κάνει 45 συν 33?,Πρόσθεση: 45+33=78.,45 συν 33 κάνει 78.
826,Πόσο κάνει 32 μείον 31?,Αφαίρεση: 32-31=1.,32 μείον 31 κάνει 1.
827,Πόσο κάνει 9 επί 12?,Πολλαπλασιασμός: 9*12=108.,9 επί 12 κάνει 108.
828,Πόσο κάνει 120 διά 10?,Διαίρεση: 120/10=12.,120 διά 10 κάνει 12.
829,Πόσο κάνει 41 συν 3?,Πρόσθεση: 41+3=44.,41 συν 3 κάνει 44.
830,Πόσο κάνει 6 μείον 3?,Αφαίρεση: 6-3=3.,6 μείον 3 κάνει 3.
831,Πόσο κάνει 12 επί 5?,Πολλαπλασιασμός: 12*5=60.,12 επί 5 κάνει 60.
832,Πόσο κάνει 44 διά 11?,Διαίρεση: 44/11=4.,44 διά 11 κάνει 4.
833,Πόσο κάνει 23 συν 13?,Πρόσθεση: 23+13=36.,23 συν 13 κάνει 36.
834,Πόσο κάνει 76 μείον 68?,Αφαίρεση: 76-68=8.,76 μείον 68 κάνει 8.
835,Πόσο κάνει 3 επί 12?,Πολλαπλασιασμός: 3*12=36.,3 επί 12 κάνει 36.
836,Πόσο κάνει 40 διά 4?,Διαίρεση: 40/4=10.,40 διά 4 κάνει 10.
837,Πόσο κάνει 10 τοις εκατό του 1000?,Ποσοστό: 1000*10/100=100.,10 τοις εκατό του 1000 κάνει 100.
838,Πόσο κάνει 16 συν 50?,Πρόσθεση: 16+50=66.,16 συν 50 κάνει 66.
839,Πόσο κάνει 26 μείον 3?,Αφαίρεση: 26-3=23.,26 μείον 3 κάνει 23.
840,Πόσο κάνει 32 διά 4?,Διαίρεση: 32/4=8.,32 διά 4 κάνει 8.
841,Πόσο κάνει 50 τοις εκατό του 100?,Ποσοστό: 100*50/100=50.,50 τοις εκατό του 100 κάνει 50.
842,Πόσο κάνει 49 συν 12?,Πρόσθεση: 49+12=61.,49 συν 12 κάνει 61.
843,Πόσο κάνει 65 μείον 43?,Αφαίρεση: 65-43=22.,65 μείον 43 κάνει 22.
844,Πόσο κάνει 7 επί 6?,Πολλαπλασιασμός: 7*6=42.,7 επί 6 κάνει 42.
845,Πόσο κάνει 48 διά 4?,Διαίρεση: 48/4=12.,48 διά 4 κάνει 12.
846,Ταινία αρχίζει 20:15 και κρατά 90 λεπτά. Πότε τελειώνει?,20:15 + 90 λεπτά = 21:45.,Τελειώνει στις 21:45.
847,Είναι 9. Σε 3 ώρες 30 λεπτά έχω ραντεβού. Πότε?,9:00 + 3:30 = 12:30.,Το ραντεβού είναι στις 12:30.
848,Κέικ ψήνεται 45 λεπτά. Το βάζω 16:20. Πότε έτοιμο?,16:20 + 0:45 = 17:05.,Έτοιμο στις 17:05.
849,Σχολείο αρχίζει 8:00 και τελειώνει 13:15. Πόσο κρατά?,13:15 - 8:00 = 5:15.,Κρατά 5 ώρες και 15 λεπτά.
850,"Αν διαβάζω 30 λεπτά από 19:00, πότε τελειώνω?",19:00 + 0:30 = 19:30.,Τελειώνεις στις 19:30.
851,Πώς μαθαίνω λέξεις καλύτερα?,"Σύντομες καθημερινές μονάδες, κάρτες, ενεργή χρήση.",Καλύτερα σε σύντομες καθημερινές μονάδες με κάρτες και ενεργή χρήση σε προτάσεις συν επανάληψη.
852,μάθηση λέξεων - συμβουλές?,"Σύντομες καθημερινές μονάδες, κάρτες, ενεργή χρήση.",Καλύτερα σε σύντομες καθημερινές μονάδες με κάρτες και ενεργή χρήση σε προτάσεις συν επανάληψη.
853,Γρήγορος οδηγός: μάθηση λέξεων.,"Σύντομες καθημερινές μονάδες, κάρτες, ενεργή χρήση.",Καλύτερα σε σύντομες καθημερινές μονάδες με κάρτες και ενεργή χρήση σε προτάσεις συν επανάληψη.
854,Πώς αποταμιεύω καθημερινά?,"Προϋπολογισμός, συνδρομές, μαγείρεμα, σύγκριση.","Βάλε προϋπολογισμό, έλεγξε συνδρομές, μαγείρευε περισσότερο, σύγκρινε τιμές και κράτα πρώτα σταθερό ποσό."
855,αποταμίευση - συμβουλές?,"Προϋπολογισμός, συνδρομές, μαγείρεμα, σύγκριση.","Βάλε προϋπολογισμό, έλεγξε συνδρομές, μαγείρευε περισσότερο, σύγκρινε τιμές και κράτα πρώτα σταθερό ποσό."
856,Γρήγορος οδηγός: αποταμίευση.,"Προϋπολογισμός, συνδρομές, μαγείρεμα, σύγκριση.","Βάλε προϋπολογισμό, έλεγξε συνδρομές, μαγείρευε περισσότερο, σύγκρινε τιμές και κράτα πρώτα σταθερό ποσό."
857,"Τι μαγειρεύω με μακαρόνια, ντομάτα και τυρί?",Μακαρόνια με σάλτσα ντομάτας και τυρί.,"Κάνε μακαρόνια με απλή σάλτσα: καρύκευσε, βράσε, ρίξε στα μακαρόνια, πασπάλισε τυρί."
858,γρήγορα μακαρόνια - συμβουλές?,Μακαρόνια με σάλτσα ντομάτας και τυρί.,"Κάνε μακαρόνια με απλή σάλτσα: καρύκευσε, βράσε, ρίξε στα μακαρόνια, πασπάλισε τυρί."
859,Γρήγορος οδηγός: γρήγορα μακαρόνια.,Μακαρόνια με σάλτσα ντομάτας και τυρί.,"Κάνε μακαρόνια με απλή σάλτσα: καρύκευσε, βράσε, ρίξε στα μακαρόνια, πασπάλισε τυρί."
860,"Πετάω αύριο, τι παίρνω?","Λίστα: ταυτότητα, εισιτήριο, χρήματα, τηλέφωνο, φορτιστής.","Πάρε: ταυτότητα ή διαβατήριο, εισιτήριο, χρήματα, τηλέφωνο με φορτιστή, φάρμακα, υγιεινή και αλλαγή στην καμπίνα."
861,αποσκευή πτήσης - συμβουλές?,"Λίστα: ταυτότητα, εισιτήριο, χρήματα, τηλέφωνο, φορτιστής.","Πάρε: ταυτότητα ή διαβατήριο, εισιτήριο, χρήματα, τηλέφωνο με φορτιστή, φάρμακα, υγιεινή και αλλαγή στην καμπίνα."
862,Γρήγορος οδηγός: αποσκευή πτήσης.,"Λίστα: ταυτότητα, εισιτήριο, χρήματα, τηλέφωνο, φορτιστής.","Πάρε: ταυτότητα ή διαβατήριο, εισιτήριο, χρήματα, τηλέφωνο με φορτιστή, φάρμακα, υγιεινή και αλλαγή στην καμπίνα."
863,Πώς γράφω καλή συγγνώμη?,"Πες το λάθος, ευθύνη, διόρθωση.","Πες το λάθος, ανάλαβε, δείξε λύπη και πρότεινε διόρθωση, σύντομα και ειλικρινά."
864,συγγνώμη - συμβουλές?,"Πες το λάθος, ευθύνη, διόρθωση.","Πες το λάθος, ανάλαβε, δείξε λύπη και πρότεινε διόρθωση, σύντομα και ειλικρινά."
865,Γρήγορος οδηγός: συγγνώμη.,"Πες το λάθος, ευθύνη, διόρθωση.","Πες το λάθος, ανάλαβε, δείξε λύπη και πρότεινε διόρθωση, σύντομα και ειλικρινά."
866,Πώς σχεδιάζω 3 μέρες στην πόλη?,"Μεταφορά, ξενοδοχείο, 2-3 σημεία τη μέρα.","Βάλε μεταφορά και ξενοδοχείο, διάλεξε 2-3 σημεία τη μέρα, άφησε περιθώρια και ημερήσιο προϋπολογισμό."
867,ταξίδι πόλης - συμβουλές?,"Μεταφορά, ξενοδοχείο, 2-3 σημεία τη μέρα.","Βάλε μεταφορά και ξενοδοχείο, διάλεξε 2-3 σημεία τη μέρα, άφησε περιθώρια και ημερήσιο προϋπολογισμό."
868,Γρήγορος οδηγός: ταξίδι πόλης.,"Μεταφορά, ξενοδοχείο, 2-3 σημεία τη μέρα.","Βάλε μεταφορά και ξενοδοχείο, διάλεξε 2-3 σημεία τη μέρα, άφησε περιθώρια και ημερήσιο προϋπολογισμό."
869,Ομπρέλα με 80 τοις εκατό βροχή?,"80% υψηλό, ναι συνιστάται.","Ναι, πάρτην. Με 80 τοις εκατό η βροχή είναι πολύ πιθανή."
870,ομπρέλα - συμβουλές?,"80% υψηλό, ναι συνιστάται.","Ναι, πάρτην. Με 80 τοις εκατό η βροχή είναι πολύ πιθανή."
871,Γρήγορος οδηγός: ομπρέλα.,"80% υψηλό, ναι συνιστάται.","Ναι, πάρτην. Με 80 τοις εκατό η βροχή είναι πολύ πιθανή."
872,Τι καλύτερο για σημειώσεις: χαρτί ή τηλέφωνο?,"Χαρτί χωρίς απόσπαση, τηλέφωνο ψάξιμο.","Και τα δύο έχουν συν: χαρτί χωρίς απόσπαση και καλό για μνήμη, τηλέφωνο ψάξιμο και πάντα μαζί."
873,σημειώσεις χαρτί ή τηλέφωνο - συμβουλές?,"Χαρτί χωρίς απόσπαση, τηλέφωνο ψάξιμο.","Και τα δύο έχουν συν: χαρτί χωρίς απόσπαση και καλό για μνήμη, τηλέφωνο ψάξιμο και πάντα μαζί."
874,Γρήγορος οδηγός: σημειώσεις χαρτί ή τηλέφωνο.,"Χαρτί χωρίς απόσπαση, τηλέφωνο ψάξιμο.","Και τα δύο έχουν συν: χαρτί χωρίς απόσπαση και καλό για μνήμη, τηλέφωνο ψάξιμο και πάντα μαζί."
875,Πώς μαζεύω γρήγορα το δωμάτιο?,"Σκουπίδια, ρούχα, θέση, σκούπισμα.","Πρώτα μάζεψε σκουπίδια, μετά ρούχα, βάλε όλα στη θέση και σκούπισε στο τέλος."
876,γρήγορο μάζεμα - συμβουλές?,"Σκουπίδια, ρούχα, θέση, σκούπισμα.","Πρώτα μάζεψε σκουπίδια, μετά ρούχα, βάλε όλα στη θέση και σκούπισε στο τέλος."
877,Γρήγορος οδηγός: γρήγορο μάζεμα.,"Σκουπίδια, ρούχα, θέση, σκούπισμα.","Πρώτα μάζεψε σκουπίδια, μετά ρούχα, βάλε όλα στη θέση και σκούπισε στο τέλος."
878,Πώς κάνω μικρή βαλίτσα?,"Τύλιγμα, βαριά κάτω, γέμισμα.","Τύλιξε ρούχα αντί να διπλώνεις, βαριά κάτω, γέμισε με κάλτσες."
879,μικρή βαλίτσα - συμβουλές?,"Τύλιγμα, βαριά κάτω, γέμισμα.","Τύλιξε ρούχα αντί να διπλώνεις, βαριά κάτω, γέμισε με κάλτσες."
880,Γρήγορος οδηγός: μικρή βαλίτσα.,"Τύλιγμα, βαριά κάτω, γέμισμα.","Τύλιξε ρούχα αντί να διπλώνεις, βαριά κάτω, γέμισε με κάλτσες."
881,Πώς βράζω ρύζι?,"Αναλογία 1:2, 10-12 λεπτά.","Πλύνε ρύζι, βράσε με διπλό νερό, άφησε 10-12 λεπτά."
882,βράσιμο ρυζιού - συμβουλές?,"Αναλογία 1:2, 10-12 λεπτά.","Πλύνε ρύζι, βράσε με διπλό νερό, άφησε 10-12 λεπτά."
883,Γρήγορος οδηγός: βράσιμο ρυζιού.,"Αναλογία 1:2, 10-12 λεπτά.","Πλύνε ρύζι, βράσε με διπλό νερό, άφησε 10-12 λεπτά."
