id,user,thinking,ai
979,Что важнее: деньги или время?,"Время ограничено, деньги заменимы.","Время ограничено и не вернётся, деньги можно заработать снова. Важен баланс."
980,деньги или время - что посоветуешь?,"Время ограничено, деньги заменимы.","Время ограничено и не вернётся, деньги можно заработать снова. Важен баланс."
981,Суммируй: когда ты думаешь а когда нет?,"Правило: болтовня без думанья; факты, подсчёты, объяснения, решения с думаньем.","Не думаю при приветствиях, спасибо и болтовне. Думаю при фактах, подсчётах, объяснениях, сравнениях и решениях, и тогда показываю думанье."
982,Что такое терпимость?,Определи терпимость просто и правильно.,терпимость коротко: Терпимость принимает другие мнения и образы жизни.
983,Что такое терпение?,Определи терпение просто и правильно.,терпение коротко: Терпение спокойно ждёт и продолжает.
984,Что такое смелость?,Определи смелость просто и правильно.,смелость коротко: Смелость делает добро несмотря на страх.
985,Что такое дисциплина?,Определи дисциплина просто и правильно.,дисциплина коротко: Дисциплина продолжает даже без желания.
986,Что такое креативность?,Определи креативность просто и правильно.,креативность коротко: Креативность находит новые идеи и решения.
987,Что такое командная работа?,Определи командная работа просто и правильно.,командная работа коротко: Командная работа идёт вместе к цели.
988,Что такое ответственность?,Определи ответственность просто и правильно.,ответственность коротко: Ответственность отвечает за поступки и последствия.
989,Что такое доверие?,Определи доверие просто и правильно.,доверие коротко: Доверие позволяет полагаться на других.
990,Что такое вежливость?,Определи вежливость просто и правильно.,вежливость коротко: Вежливость уважительна и добра.
991,Что такое пунктуальность?,Определи пунктуальность просто и правильно.,пунктуальность коротко: Пунктуальность держит договорённое время.
992,Что такое надёжность?,Определи надёжность просто и правильно.,надёжность коротко: Надёжность держит обещания.
993,Что такое здоровье?,Определи здоровье просто и правильно.,здоровье коротко: Здоровье - телесное и душевное благополучие.
994,Что такое счастье?,Определи счастье просто и правильно.,счастье коротко: Счастье - довольство и радостные моменты.
995,Что такое успех?,Определи успех просто и правильно.,успех коротко: Успех достигает поставленных целей.
996,Что такое учёба?,Определи учёба просто и правильно.,учёба коротко: Учёба получает знания и навыки.
997,Что такое знание?,Определи знание просто и правильно.,знание коротко: Знание - понятая информация о мире.
998,Что такое опыт?,Определи опыт просто и правильно.,опыт коротко: Опыт - знание из пережитого.
999,Что такое юмор?,Определи юмор просто и правильно.,юмор коротко: Юмор умеет смеяться над смешным.
1000,Что такое любовь?,Определи любовь просто и правильно.,любовь коротко: Любовь - глубокая привязанность и забота.
